date,valor,indicador,unidad,unidad_original,dimension,agregacion
2011-02-01,4.35330940445966,tasa_hipotecaria,%,%,tasa,promedio
2011-03-01,4.39264886052175,tasa_hipotecaria,%,%,tasa,promedio
2011-04-01,4.30597665072926,tasa_hipotecaria,%,%,tasa,promedio
2011-05-01,4.16,tasa_hipotecaria,%,%,tasa,promedio
2011-06-01,4.13,tasa_hipotecaria,%,%,tasa,promedio
2011-07-01,4.13,tasa_hipotecaria,%,%,tasa,promedio
2011-08-01,4.17,tasa_hipotecaria,%,%,tasa,promedio
2011-09-01,4.17,tasa_hipotecaria,%,%,tasa,promedio
2011-10-01,4.11,tasa_hipotecaria,%,%,tasa,promedio
2011-11-01,4.15,tasa_hipotecaria,%,%,tasa,promedio
2011-12-01,4.26,tasa_hipotecaria,%,%,tasa,promedio
2012-01-01,4.33,tasa_hipotecaria,%,%,tasa,promedio
2012-02-01,4.32,tasa_hipotecaria,%,%,tasa,promedio
2012-03-01,4.29,tasa_hipotecaria,%,%,tasa,promedio
2012-04-01,4.37,tasa_hipotecaria,%,%,tasa,promedio
2012-05-01,4.35,tasa_hipotecaria,%,%,tasa,promedio
2012-06-01,4.3,tasa_hipotecaria,%,%,tasa,promedio
2012-07-01,4.35,tasa_hipotecaria,%,%,tasa,promedio
2012-08-01,4.27,tasa_hipotecaria,%,%,tasa,promedio
2012-09-01,4.31,tasa_hipotecaria,%,%,tasa,promedio
2012-10-01,4.34,tasa_hipotecaria,%,%,tasa,promedio
2012-11-01,4.34,tasa_hipotecaria,%,%,tasa,promedio
2012-12-01,4.38,tasa_hipotecaria,%,%,tasa,promedio
2013-01-01,4.43,tasa_hipotecaria,%,%,tasa,promedio
2013-02-01,4.52,tasa_hipotecaria,%,%,tasa,promedio
2013-03-01,4.53,tasa_hipotecaria,%,%,tasa,promedio
2013-04-01,4.53,tasa_hipotecaria,%,%,tasa,promedio
2013-05-01,4.51,tasa_hipotecaria,%,%,tasa,promedio
2013-06-01,4.45,tasa_hipotecaria,%,%,tasa,promedio
2013-07-01,4.46,tasa_hipotecaria,%,%,tasa,promedio
2013-08-01,4.49,tasa_hipotecaria,%,%,tasa,promedio
2013-09-01,4.37,tasa_hipotecaria,%,%,tasa,promedio
2013-10-01,4.39,tasa_hipotecaria,%,%,tasa,promedio
2013-11-01,4.36,tasa_hipotecaria,%,%,tasa,promedio
2013-12-01,4.36,tasa_hipotecaria,%,%,tasa,promedio
2014-01-01,4.32,tasa_hipotecaria,%,%,tasa,promedio
2014-02-01,4.3,tasa_hipotecaria,%,%,tasa,promedio
2014-03-01,4.3,tasa_hipotecaria,%,%,tasa,promedio
2014-04-01,4.25,tasa_hipotecaria,%,%,tasa,promedio
2014-05-01,4.14,tasa_hipotecaria,%,%,tasa,promedio
2014-06-01,3.94,tasa_hipotecaria,%,%,tasa,promedio
2014-07-01,3.86,tasa_hipotecaria,%,%,tasa,promedio
2014-08-01,3.67,tasa_hipotecaria,%,%,tasa,promedio
2014-09-01,3.58,tasa_hipotecaria,%,%,tasa,promedio
2014-10-01,3.57,tasa_hipotecaria,%,%,tasa,promedio
2014-11-01,3.65,tasa_hipotecaria,%,%,tasa,promedio
2014-12-01,3.73,tasa_hipotecaria,%,%,tasa,promedio
2015-01-01,3.75,tasa_hipotecaria,%,%,tasa,promedio
2015-02-01,3.73,tasa_hipotecaria,%,%,tasa,promedio
2015-03-01,3.67,tasa_hipotecaria,%,%,tasa,promedio
2015-04-01,3.6,tasa_hipotecaria,%,%,tasa,promedio
2015-05-01,3.61,tasa_hipotecaria,%,%,tasa,promedio
2015-06-01,3.66,tasa_hipotecaria,%,%,tasa,promedio
2015-07-01,3.67,tasa_hipotecaria,%,%,tasa,promedio
2015-08-01,3.63,tasa_hipotecaria,%,%,tasa,promedio
2015-09-01,3.65,tasa_hipotecaria,%,%,tasa,promedio
2015-10-01,3.64,tasa_hipotecaria,%,%,tasa,promedio
2015-11-01,3.72,tasa_hipotecaria,%,%,tasa,promedio
2015-12-01,3.77,tasa_hipotecaria,%,%,tasa,promedio
2016-01-01,3.83233644463363,tasa_hipotecaria,%,%,tasa,promedio
2016-02-01,3.82854254701905,tasa_hipotecaria,%,%,tasa,promedio
2016-03-01,3.80562225618633,tasa_hipotecaria,%,%,tasa,promedio
2016-04-01,3.78533942009061,tasa_hipotecaria,%,%,tasa,promedio
2016-05-01,3.78806665259684,tasa_hipotecaria,%,%,tasa,promedio
2016-06-01,3.75653801925374,tasa_hipotecaria,%,%,tasa,promedio
2016-07-01,3.72615140373014,tasa_hipotecaria,%,%,tasa,promedio
2016-08-01,3.72055239204381,tasa_hipotecaria,%,%,tasa,promedio
2016-09-01,3.66371355395143,tasa_hipotecaria,%,%,tasa,promedio
2016-10-01,3.55804410875675,tasa_hipotecaria,%,%,tasa,promedio
2016-11-01,3.51030170517014,tasa_hipotecaria,%,%,tasa,promedio
2016-12-01,3.58876586633213,tasa_hipotecaria,%,%,tasa,promedio
2017-01-01,3.61618699249872,tasa_hipotecaria,%,%,tasa,promedio
2017-02-01,3.55,tasa_hipotecaria,%,%,tasa,promedio
2017-03-01,3.47,tasa_hipotecaria,%,%,tasa,promedio
2017-04-01,3.42,tasa_hipotecaria,%,%,tasa,promedio
2017-05-01,3.36,tasa_hipotecaria,%,%,tasa,promedio
2017-06-01,3.29,tasa_hipotecaria,%,%,tasa,promedio
2017-07-01,3.2,tasa_hipotecaria,%,%,tasa,promedio
2017-08-01,3.19,tasa_hipotecaria,%,%,tasa,promedio
2017-09-01,3.2,tasa_hipotecaria,%,%,tasa,promedio
2017-10-01,3.26,tasa_hipotecaria,%,%,tasa,promedio
2017-11-01,3.35,tasa_hipotecaria,%,%,tasa,promedio
2017-12-01,3.48,tasa_hipotecaria,%,%,tasa,promedio
2018-01-01,3.52,tasa_hipotecaria,%,%,tasa,promedio
2018-02-01,3.54,tasa_hipotecaria,%,%,tasa,promedio
2018-03-01,3.5,tasa_hipotecaria,%,%,tasa,promedio
2018-04-01,3.45,tasa_hipotecaria,%,%,tasa,promedio
2018-05-01,3.41,tasa_hipotecaria,%,%,tasa,promedio
2018-06-01,3.34,tasa_hipotecaria,%,%,tasa,promedio
2018-07-01,3.33,tasa_hipotecaria,%,%,tasa,promedio
2018-08-01,3.23,tasa_hipotecaria,%,%,tasa,promedio
2018-09-01,3.22,tasa_hipotecaria,%,%,tasa,promedio
2018-10-01,3.17,tasa_hipotecaria,%,%,tasa,promedio
2018-11-01,3.23,tasa_hipotecaria,%,%,tasa,promedio
2018-12-01,3.28,tasa_hipotecaria,%,%,tasa,promedio
2019-01-01,3.24,tasa_hipotecaria,%,%,tasa,promedio
2019-02-01,3.23,tasa_hipotecaria,%,%,tasa,promedio
2019-03-01,3.18,tasa_hipotecaria,%,%,tasa,promedio
2019-04-01,3.04,tasa_hipotecaria,%,%,tasa,promedio
2019-05-01,2.9,tasa_hipotecaria,%,%,tasa,promedio
2019-06-01,2.78,tasa_hipotecaria,%,%,tasa,promedio
2019-07-01,2.55,tasa_hipotecaria,%,%,tasa,promedio
2019-08-01,2.38,tasa_hipotecaria,%,%,tasa,promedio
2019-09-01,2.17,tasa_hipotecaria,%,%,tasa,promedio
2019-10-01,1.99,tasa_hipotecaria,%,%,tasa,promedio
2019-11-01,1.99,tasa_hipotecaria,%,%,tasa,promedio
2019-12-01,2.18,tasa_hipotecaria,%,%,tasa,promedio
2020-01-01,2.4,tasa_hipotecaria,%,%,tasa,promedio
2020-02-01,2.5,tasa_hipotecaria,%,%,tasa,promedio
2020-03-01,2.6,tasa_hipotecaria,%,%,tasa,promedio
2020-04-01,2.93,tasa_hipotecaria,%,%,tasa,promedio
2020-05-01,2.86,tasa_hipotecaria,%,%,tasa,promedio
2020-06-01,2.79,tasa_hipotecaria,%,%,tasa,promedio
2020-07-01,2.64,tasa_hipotecaria,%,%,tasa,promedio
2020-08-01,2.58,tasa_hipotecaria,%,%,tasa,promedio
2020-09-01,2.35,tasa_hipotecaria,%,%,tasa,promedio
2020-10-01,2.47,tasa_hipotecaria,%,%,tasa,promedio
2020-11-01,2.42,tasa_hipotecaria,%,%,tasa,promedio
2020-12-01,2.39,tasa_hipotecaria,%,%,tasa,promedio
2021-01-01,2.34,tasa_hipotecaria,%,%,tasa,promedio
2021-02-01,2.34,tasa_hipotecaria,%,%,tasa,promedio
2021-03-01,2.31,tasa_hipotecaria,%,%,tasa,promedio
2021-04-01,2.36,tasa_hipotecaria,%,%,tasa,promedio
2021-05-01,2.4,tasa_hipotecaria,%,%,tasa,promedio
2021-06-01,2.51,tasa_hipotecaria,%,%,tasa,promedio
2021-07-01,2.81,tasa_hipotecaria,%,%,tasa,promedio
2021-08-01,3.1,tasa_hipotecaria,%,%,tasa,promedio
2021-09-01,3.29,tasa_hipotecaria,%,%,tasa,promedio
2021-10-01,3.56,tasa_hipotecaria,%,%,tasa,promedio
2021-11-01,3.91,tasa_hipotecaria,%,%,tasa,promedio
2021-12-01,4.0,tasa_hipotecaria,%,%,tasa,promedio
2022-01-01,4.2,tasa_hipotecaria,%,%,tasa,promedio
2022-02-01,4.39,tasa_hipotecaria,%,%,tasa,promedio
2022-03-01,4.45,tasa_hipotecaria,%,%,tasa,promedio
2022-04-01,4.41,tasa_hipotecaria,%,%,tasa,promedio
2022-05-01,4.35,tasa_hipotecaria,%,%,tasa,promedio
2022-06-01,4.32,tasa_hipotecaria,%,%,tasa,promedio
2022-07-01,4.31,tasa_hipotecaria,%,%,tasa,promedio
2022-08-01,4.23,tasa_hipotecaria,%,%,tasa,promedio
2022-09-01,4.32,tasa_hipotecaria,%,%,tasa,promedio
2022-10-01,4.53,tasa_hipotecaria,%,%,tasa,promedio
2022-11-01,4.64,tasa_hipotecaria,%,%,tasa,promedio
2022-12-01,4.44,tasa_hipotecaria,%,%,tasa,promedio
2023-01-01,4.32,tasa_hipotecaria,%,%,tasa,promedio
2023-02-01,4.29,tasa_hipotecaria,%,%,tasa,promedio
2023-03-01,4.31,tasa_hipotecaria,%,%,tasa,promedio
2023-04-01,4.29,tasa_hipotecaria,%,%,tasa,promedio
2023-05-01,4.23,tasa_hipotecaria,%,%,tasa,promedio
2023-06-01,4.2,tasa_hipotecaria,%,%,tasa,promedio
2023-07-01,4.24,tasa_hipotecaria,%,%,tasa,promedio
2023-08-01,4.22,tasa_hipotecaria,%,%,tasa,promedio
2023-09-01,4.35,tasa_hipotecaria,%,%,tasa,promedio
2023-10-01,4.72,tasa_hipotecaria,%,%,tasa,promedio
2023-11-01,5.18,tasa_hipotecaria,%,%,tasa,promedio
2023-12-01,5.21,tasa_hipotecaria,%,%,tasa,promedio
2024-01-01,5.0,tasa_hipotecaria,%,%,tasa,promedio
2024-02-01,4.97,tasa_hipotecaria,%,%,tasa,promedio
2024-03-01,4.9,tasa_hipotecaria,%,%,tasa,promedio
2024-04-01,4.87,tasa_hipotecaria,%,%,tasa,promedio
2024-05-01,4.97,tasa_hipotecaria,%,%,tasa,promedio
2024-06-01,5.0,tasa_hipotecaria,%,%,tasa,promedio
2024-07-01,5.03,tasa_hipotecaria,%,%,tasa,promedio
2024-08-01,4.97,tasa_hipotecaria,%,%,tasa,promedio
2024-09-01,4.81,tasa_hipotecaria,%,%,tasa,promedio
2024-10-01,4.54,tasa_hipotecaria,%,%,tasa,promedio
2024-11-01,4.42,tasa_hipotecaria,%,%,tasa,promedio
2024-12-01,4.37,tasa_hipotecaria,%,%,tasa,promedio
2025-01-01,4.4,tasa_hipotecaria,%,%,tasa,promedio
2025-02-01,4.45,tasa_hipotecaria,%,%,tasa,promedio
2025-03-01,4.41,tasa_hipotecaria,%,%,tasa,promedio
2025-04-01,4.38,tasa_hipotecaria,%,%,tasa,promedio
2025-05-01,4.38,tasa_hipotecaria,%,%,tasa,promedio
2025-06-01,4.39,tasa_hipotecaria,%,%,tasa,promedio
2025-07-01,4.36,tasa_hipotecaria,%,%,tasa,promedio
2025-08-01,4.29,tasa_hipotecaria,%,%,tasa,promedio
2025-09-01,4.21,tasa_hipotecaria,%,%,tasa,promedio
2025-10-01,4.16,tasa_hipotecaria,%,%,tasa,promedio
2025-11-01,4.13,tasa_hipotecaria,%,%,tasa,promedio
2025-12-01,4.14,tasa_hipotecaria,%,%,tasa,promedio
2026-01-01,4.12,tasa_hipotecaria,%,%,tasa,promedio
2026-02-01,4.11,tasa_hipotecaria,%,%,tasa,promedio
2026-03-01,4.06,tasa_hipotecaria,%,%,tasa,promedio
2026-04-01,3.98,tasa_hipotecaria,%,%,tasa,promedio
2026-05-01,3.96,tasa_hipotecaria,%,%,tasa,promedio
2026-06-01,3.97,tasa_hipotecaria,%,%,tasa,promedio
2026-07-01,4.0,tasa_hipotecaria,%,%,tasa,promedio
2001-09-01,6.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2001-10-01,6.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2001-11-01,6.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2001-12-01,6.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2002-01-01,6.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2002-02-01,6.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2002-03-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2002-04-01,4.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2002-05-01,4.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2002-06-01,4.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2002-07-01,4.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2002-08-01,3.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2002-09-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2002-10-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2002-11-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2002-12-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2003-01-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2003-02-01,2.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2003-03-01,2.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2003-04-01,2.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2003-05-01,2.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2003-06-01,2.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2003-07-01,2.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2003-08-01,2.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2003-09-01,2.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2003-10-01,2.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2003-11-01,2.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2003-12-01,2.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2004-01-01,2.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2004-02-01,1.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2004-03-01,1.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2004-04-01,1.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2004-05-01,1.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2004-06-01,1.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2004-07-01,1.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2004-08-01,1.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2004-09-01,1.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2004-10-01,2.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2004-11-01,2.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2004-12-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2005-01-01,2.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2005-02-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2005-03-01,2.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2005-04-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2005-05-01,3.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2005-06-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2005-07-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2005-08-01,3.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2005-09-01,4.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2005-10-01,4.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2005-11-01,4.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2005-12-01,4.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2006-01-01,4.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2006-02-01,4.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2006-03-01,4.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2006-04-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2006-05-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2006-06-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2006-07-01,5.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2006-08-01,5.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2006-09-01,5.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2006-10-01,5.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2006-11-01,5.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2006-12-01,5.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2007-01-01,5.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2007-02-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2007-03-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2007-04-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2007-05-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2007-06-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2007-07-01,5.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2007-08-01,5.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2007-09-01,5.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2007-10-01,5.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2007-11-01,5.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2007-12-01,5.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2008-01-01,6.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2008-02-01,6.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2008-03-01,6.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2008-04-01,6.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2008-05-01,6.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2008-06-01,6.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2008-07-01,7.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2008-08-01,7.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2008-09-01,8.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2008-10-01,8.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2008-11-01,8.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2008-12-01,8.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2009-01-01,7.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2009-02-01,6.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2009-03-01,3.13,tpm_expectativa_siguiente,%,%,tasa,promedio
2009-04-01,1.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2009-05-01,1.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2009-06-01,0.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2009-07-01,0.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2009-08-01,0.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2009-09-01,0.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2009-10-01,0.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2009-11-01,0.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2009-12-01,0.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2010-01-01,0.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2010-02-01,0.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2010-03-01,0.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2010-04-01,0.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2010-05-01,0.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2010-06-01,0.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2010-07-01,1.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2010-08-01,2.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2010-09-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2010-10-01,2.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2010-11-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2010-12-01,3.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2011-01-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2011-02-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2011-03-01,3.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2011-04-01,4.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2011-05-01,4.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2011-06-01,5.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2011-07-01,5.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2011-08-01,5.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2011-09-01,5.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2011-10-01,5.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2011-11-01,5.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2011-12-01,5.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2012-01-01,5.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2012-02-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2012-03-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2012-04-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2012-05-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2012-06-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2012-07-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2012-08-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2012-09-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2012-10-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2012-11-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2012-12-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2013-01-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2013-02-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2013-03-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2013-04-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2013-05-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2013-06-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2013-07-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2013-08-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2013-09-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2013-10-01,5.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2013-11-01,4.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2013-12-01,4.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2014-01-01,4.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2014-02-01,4.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2014-03-01,4.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2014-04-01,4.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2014-05-01,4.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2014-06-01,4.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2014-07-01,3.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2014-08-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2014-09-01,3.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2014-10-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2014-11-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2014-12-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2015-01-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2015-02-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2015-03-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2015-04-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2015-05-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2015-06-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2015-07-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2015-08-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2015-09-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2015-10-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2015-11-01,3.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2015-12-01,3.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2016-01-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2016-02-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2016-03-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2016-04-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2016-05-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2016-06-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2016-07-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2016-08-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2016-09-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2016-10-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2016-11-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2016-12-01,3.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2017-01-01,3.25,tpm_expectativa_siguiente,%,%,tasa,promedio
2017-02-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2017-03-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2017-04-01,3.0,tpm_expectativa_siguiente,%,%,tasa,promedio
2017-05-01,2.75,tpm_expectativa_siguiente,%,%,tasa,promedio
2017-06-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2017-07-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2017-08-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2017-09-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2017-10-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2017-11-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2017-12-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2018-01-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2018-02-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2018-03-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2018-04-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2018-05-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2018-06-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2018-07-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
2018-08-01,2.5,tpm_expectativa_siguiente,%,%,tasa,promedio
